doi,title,type,year,author,booktitle,pages,issue,volume,publisher,place,conference,date,abstract,repo_venue_tags,repo_analysis_tags,system_type_tag
10.1109/jsee.2015.00047,Neural network based approach for time to crash prediction to cope with software aging,journal,2015,Moona Yakhchi; Javier Alonso; Mahdi Fazeli; Amir Akhavan Bitaraf; Ahmad Patooqhy,Journal of Systems Engineering and Electronics,407-414,2,26,Institute of Electrical and Electronics Engineers (IEEE),,,2015-4,"Recent studies have shown that software is one of the main reasons for computer systems unavailability. A growing accumulation of software errors with time causes a phenomenon called software aging. This phenomenon can result in system performance degradation and eventually system hang/crash. To cope with software aging, software rejuvenation has been proposed. Software rejuvenation is a proactive technique which leads to removing the accumulated software errors by stopping the system, cleaning up its internal state, and resuming its normal operation. One of the main challenges of software rejuvenation is accurately predicting the time to crash due to aging factors such as memory leaks. In this paper, different machine learning techniques are compared to accurately predict the software time to crash under different aging scenarios. Finally, by comparing the accuracy of different techniques, it can be concluded that the multilayer perceptron neural network has the highest prediction accuracy among all techniques studied.",J SYST ENG ELECTRON,Measurement-based（ML）,windows
10.1142/s021819401540029x,A Software Reliability Model for Cloud-Based Software Rejuvenation Using Dynamic Fault Trees,journal,2015,Jean Rahme; Haiping Xu,International Journal of Software Engineering and Knowledge Engineering,1491-1513,09n10,25,World Scientific Pub Co Pte Lt,,,2015-11,,IJSEKE,Model-based,云计算系统
10.1504/ijise.2015.065948,Availability analysis of software rejuvenation in active/standby cluster system,journal,2015,Madhu Jain; N.A. Preeti,International Journal of Industrial and Systems Engineering,75,1,19,Inderscience Publishers,,,2015,,IJISE,model-based; rej,集群系统
10.1109/issrew.2015.7392054,The software aging and rejuvenation repository: Http://openscience.us/repo/software-aging/,inproceedings,2015,Domenico Cotroneo; Antonio Ken Iannillo; Roberto Natella; Roberto Pietrantuono; Stefano Russo,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),108-113,,,IEEE,,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2015-11,"While Software Aging and Rejuvenation (SAR) research has been steadily increasing, the artifacts related to SAR studies (such as software aging measurements and bug datasets) are seldom made available to researchers and practitioners, thus limiting potential improvements of rejuvenation solutions and their practical adoption. We discuss in this paper the role of artifacts in SAR research, and present SARRY (the Software Aging and Rejuvenation RepositorY), an open-access support for the SAR community to share research artifacts (available at http://openscience.us/repo/software-aging/). We invite researchers to contribute to SARRY, in order to aid future SAR research and to improve the visibility and impact of their work.",ISSREW,其他,
10.1109/issrew.2015.7392057,Software aging in mobile devices: Partial computation offloading as a solution,inproceedings,2015,Huaming Wu; Katinka Wolter,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),125-131,,,IEEE,,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2015-11,"Long running applications on resource-constrained mobile devices can lead to software aging, which is a critical impediment to the mobile users due to its pervasive nature. Mobile offloading that migrates computation-intensive parts of applications from mobile devices onto resource-rich cloud servers, is an effective way for enhancing the availability of mobile services as it can postpone or prevent the software aging in mobile devices. Through partitioning the execution between the device side and the cloud side, the mobile device can have the most benefit from offloading in reducing utilisation of the device and increasing its lifetime. In this paper, we propose a path-based offloading partitioning (POP) algorithm to determine which portions of the application tasks to run on mobile devices and which portions on cloud servers with different cost models in mobile environments. The evaluation results show that the partial offloading scheme can significantly improve performance and reduce energy consumption by optimally distributing tasks between mobile devices and cloud servers, and can well adapt to changes in the environment.",ISSREW,other,移动应用&云服务器
10.1109/issrew.2015.7392059,An optimal stopping problem for software rejuvenation in a job processing system,inproceedings,2015,Fumio Machida; Naoto Miyoshi,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),139-143,,,IEEE,,2015 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2015-11,"In this paper, we derive the optimal policy for deciding software rejuvenation trigger in a job processing system when observing a performance degradation of the system. At the detection of service degradation, we assume that the system enters a digesting phase where newly arrival jobs are rejected and queued jobs are processed with decreased service rate. The service can be modeled as a pure death process, and both of the delayed jobs due to decreased service rate, the dropped jobs caused by rejuvenation, and the rejected arrival jobs are counted as the cost components. We formulate the decision problem of software rejuvenation, which trade-offs the costs associated with the decisions, as an optimal stopping problem. Our analysis on the optimality equation clarifies the conditions to switch the optimal policy for triggering software rejuvenation to minimize the expected cost.",ISSREW,Model-based,应用程序服务器
10.1109/isco.2015.7282360,The effect of software aging on power usage,inproceedings,2015,Biju R Mohan; G Ram Mohana Reddy,2015 IEEE 9th International Conference on Intelligent Systems and Control (ISCO),1-3,,,IEEE,,2015 IEEE 9th International Conference on Intelligent Systems and Control (ISCO),2015-1,"This paper tries to establish relation between the power usage and software aging. Software aging is the performance degradation of long running software due to shrinking in physical memory, increase in swap read and write rate and increase in CPU utilization. This paper tries to establish the relation between the Software aging and the power usage. Experimental results demonstrate that CPU utilization increases over a period of time, when the work load remains the constant. Linear Regression analysis is used for establishing this trend.",ISCO,度量,VMM
10.1109/cloud.2015.164,Software Rejuvenation Based Fault Tolerance Scheme for Cloud Applications,inproceedings,2015,Jing Liu; Jiantao Zhou; Rajkumar Buyya,2015 IEEE 8th International Conference on Cloud Computing,1115-1118,,,IEEE,,2015 IEEE 8th International Conference on Cloud Computing (CLOUD),2015-6,"Cloud applications are typically composed of multiple cloud service components communicating with each other through web service interfaces, where each component fulfills specified functionalities. Lack of effective fault tolerance scheme is one of major obstacles for enhancing availability and efficiency of complex and aging cloud application systems. In this paper, we propose a holistic software rejuvenation based fault tolerance scheme for cloud applications, which contains three indispensible parts: adaptive failure detection, aging degree evaluation, and checkpoint with trace replay based component rejuvenation. Through a preliminary and qualitative evaluation, it shows that our new fault tolerance scheme brings promising improvement on the availability of cloud applications.",CLOUD,Measurement-based（阈值）,云应用系统
10.1109/hpcc-css-icess.2015.306,Use Two-Level Rejuvenation to Combat Software Aging and Maximize Average Resource Performance,inproceedings,2015,Chunhui Guo; Hao Wu; Xiayu Hua; Douglas Lautner; Shangping Ren,"2015 IEEE 17th International Conference on High Performance Computing and Communications, 2015 IEEE 7th International Symposium on Cyberspace Safety and Security, and 2015 IEEE 12th International Conference on Embedded Software and Systems",1160-1165,,,IEEE,,2015 IEEE 17th International Conference on High-Performance Computing and Communications; 2015 IEEE 7th International Symposium on Cyberspace Safety and Security; and 2015 IEEE 12th International Conference on Embedded Software and Systems,2015-8,"Software aging is a common phenomenon which is often manifested through system performance degradation. Rejuvenation is one of the most commonly used approaches to handle issues caused by software aging. To combat resource performance degradation and at the same time maintain maximized average resource performance, we present a two-level rejuvenation strategy, i.e., interleaving a set of n warm rejuvenations with one cold rejuvenation. Our target is to find the optimal n that maximizes system average performance. We first define a resource model that takes into consideration of performance degradation and two-level rejuvenations. Based on the resource model, we formally analyze the resource supply and present the MAX-PERFORMANCE algorithm to determine the optimal rejuvenation pattern that maximizes the average resource performance. The simulation results show that with a two-level rejuvenation strategy, we can achieve 25.22% higher average resource performance compared with a single level rejuvenation strategy.",HPCC,rej; Model-based,Android
10.1109/dcit.2015.19,An Experimental Study on Software Aging in Android Operating System,inproceedings,2015,Yang Zhao; Jianwen Xiang; Shengwu Xiong; Yiqing Wu; Jinghe An; Sen Wang; Xiaohan Yu,2015 2nd International Symposium on Dependable Computing and Internet of Things (DCIT),148-150,,,IEEE,,2015 2nd International Symposium on Dependable Computing and Internet of Things (DCIT),2015-11,"This paper presents an experimental study to explore Android operating system (OS) behaviour under different conditions. An Android application is developed and introduced in this paper for collecting the system memory information. In the experiments, stress tests with fixed level and with exponential level are conducted on the Android OS to explore the software aging phenomenon under different conditions. The experimental results indicate that software aging problem exists in Android OS under stress test with fixed level and with exponential level. This study is the first step to explore software aging phenomenon in the Android OS.",DCIT,MEA,Android
10.1016/j.simpat.2013.10.001,Rejuvenation effects on the grid environment performance with response time delays using Monte Carlo simulation,journal,2014,V.P. Koutras; S. Malefaki; A.N. Platis,Simulation Modelling Practice and Theory,176-191,,40,Elsevier BV,,,2014-1,,SIMPAT,model-based,集群
10.1002/qre.1729,Software Aging and Rejuvenation in a J2EE Application Server,journal,2014,Haining Meng; Xinhong Hei; Jiulong Zhang; Jianjun Liu; Liansheng Sui,Quality and Reliability Engineering International,89-97,1,32,Wiley,,,2014-9-18,,QRE,measurement-based,应用程序服务器
10.1080/16843703.2014.11673349,Transient Analysis of Software Rejuvenation Policies in Virtualized System: Phase-Type Expansion Approach,journal,2014,H. Okamura; K. Yamamoto; T. Dohi,Quality Technology &amp; Quantitative Management,335-351,3,11,Informa UK Limited,,,2014-1,,QUAL TECHNOL QUANT M,Model-based,VMM
10.4304/jsw.9.1.129-139,Availability Modeling and Analysis of a Single-Server Virtualized System with Rejuvenation,journal,2014,Jian Xu; Xuefeng Li; Yi Zhong; Hong Zhang,Journal of Software,,1,9,International Academy Publishing (IAP),,,2014-1-1,,JSW,Model-based,VMM
10.1109/tr.2014.2338255,An Automatic Framework for Detecting and Characterizing Performance Degradation of Software Systems,journal,2014,Pengfei Zheng; Yong Qi; Yangfan Zhou; Pengfei Chen; Jianfeng Zhan; Michael R. Lyu,IEEE Transactions on Reliability,927-943,4,63,Institute of Electrical and Electronics Engineers (IEEE),,,2014-12,"Software systems that run continuously over a long time have been frequently reported encountering gradual degradation issues. That is, as time progresses, software tends to exhibit degraded performance, deflated service capacity, or deteriorated QoS. Currently, the state-of-the-art approach of Mann-Kendall Test & Seasonal Kendall Test & Sen's Slope Estimator & Seasonal Sen's Slope Estimator (MKSK) detects and characterizes degradation via a combination of techniques in statistical trend analysis. Nevertheless, we pinpoint some drawbacks of MKSK in this paper: 1) MKSK cannot be automated for large scale software degradation analysis, 2) MKSK estimates the degradation trend of software in an oversimplified linear way, 3) MKSK is sensitive to noise, and 4) MKSK suffers from high computational complexity. To overcome all these limitations, we propose a more advanced approach called Modified Cox-Stuart Test & Iterative Hodrick-Prescott Filter (CSHP). The superiority of our CSHP approach over MKSK is validated through extensive Monte Carlo simulations, as well as a real performance dataset measured from 99 real-world web servers.",TR,度量,web服务器
10.1109/tdsc.2013.38,Ensuring the Performance of Apache HTTP Server Affected by Aging,journal,2014,Jing Zhao; Kishor S. Trivedi; Michael Grottke; Javier Alonso; Yanbin Wang,IEEE Transactions on Dependable and Secure Computing,130-141,2,11,Institute of Electrical and Electronics Engineers (IEEE),,,2014-3,"Failures due to software aging are typically caused by resource exhaustion, which is often preceded by progressive software performance degradation. Response time as a customer-affecting metric can thus be used to detect the onset of software aging. In this paper, we propose the distribution-based rejuvenation algorithm (DBRA), which uses a validated M/E2/1/K queuing model of the Apache HTTP server to decide when to trigger rejuvenation. We compare the performance of the DBRA with the one of the static rejuvenation algorithm with averaging (SRAA) presented by Avritzer et al. Simulation results show the effectiveness of the DBRA and its advantages over the SRAA in reducing the average response time. However, the DBRA generally tends to trigger rejuvenation more frequently than the SRAA, which increases the request blocking probability.",TDSC,model-based,web服务器
10.1007/s00607-014-0385-x,Software rejuvenation in cluster computing systems with dependency between nodes,journal,2014,Menghui Yang; Geyong Min; Weikang Yang; Zituo Li,Computing,503-526,6,96,Springer Science and Business Media LLC,,,2014-3-17,,ATC,model-based,集群
10.1145/2539118,Software rejuvenation scheduling using accelerated life testing,journal,2014,Jing Zhao; Yuliang Jin; Kishor S. Trivedi; Rivalino Matias Jr.; Yanbin Wang,ACM Journal on Emerging Technologies in Computing Systems,1-23,1,10,Association for Computing Machinery (ACM),,,2014-1,"A number of studies have reported the phenomenon of “Software aging”, caused by resource exhaustion and characterized by progressive software performance degradation. In this article, we carry out an experimental study of software aging and rejuvenation for an on-line bookstore application, following the standard configuration of TPC-W benchmark. While real website is used for the bookstore, the clients are emulated. In order to reduce the time to application failures caused by memory leaks, we use the accelerated life testing (ALT) approach. We then select the Weibull time to failure distribution at normal level, to be used in a semi-Markov process, to compute the optimal software rejuvenation trigger interval. Since the validation of optimal rejuvenation trigger interval with emulated browsers will take an inordinate long time, we develop a simulation model to validate the ALT experimental results, and also estimate the steady-state availability to cross-validate the results of the semi-Markov availability model.",JETC,testing,web服务器
10.1145/2539122,Software aging in the eucalyptus cloud computing infrastructure: Characterization and rejuvenation,journal,2014,"Araujo, Jean; Matos, Rubens; Alves, Vandi; Maciel, Paulo; Souza, F. Vieira de; Jr., Rivalino Matias; Trivedi, Kishor S.",ACM Journal on Emerging Technologies in Computing Systems,1-22,1,10,ACM,,,2014-1,"The need for high reliability, availability and performance has significantly increased in modern applications, that handle rapidly growing demands while providing uninterruptible services. Cloud computing systems fundamentally provide access to large pools of data and computational resources. Eucalyptus is a software framework largely used to implement private clouds and hybrid-style Infrastructure as a Service. It implements the Amazon Web Service (AWS) API, allowing interoperability with other AWS-based services. This article investigates the software aging effects in the Eucalyptus framework, considering workloads composed of intensive requests for remote storage attachment and virtual machine instantiations. We found problems that may be harmful to system dependability and performance, specifically regarding to RAM memory and swap space exhaustion, besides highly excessive CPU utilization by the virtual machines. We also present an approach that applies time series analysis to schedule rejuvenation, so as to reduce the downtime by predicting the proper moment to perform the rejuvenation. We experimentally evaluate our approach using an Eucalyptus test bed. The results show that our approach achieves higher availability, when compared to a threshold-triggered rejuvenation method based on continuous monitoring of resources utilization.",JETC,Measurement-based（时间序列）,云（Eucalyptus）
10.1145/2539121,Job completion time on a virtualized server with software rejuvenation,journal,2014,Fumio Machida; Victor F. Nicola; Kishor S. Trivedi,ACM Journal on Emerging Technologies in Computing Systems,1-26,1,10,Association for Computing Machinery (ACM),,,2014-1,"This article analyzes the completion time of a job running on a virtualized server subject to software aging and rejuvenation in a virtual machine monitor (VMM). A job running on the server may be interrupted by virtual machine (VM) failure, VMM failure or VMM rejuvenation. The job interruption is categorized as either preemptive-repeat (prt), in which case the interrupted job needs to restart from the beginning, or preemptive-resume (prs), in which case the job resumes execution from the point of interruption. Using a semi-Markov process (SMP) to model the server behavior, the steady-state server availability is computed and the theory developed in Kulkarni et al. [1987] is used to obtain the Laplace-Stieltjes transform (LST) of the job completion time. In the numerical experiments, we introduce four types of aging behavior of VMM. The effectiveness of VMM rejuvenation on job completion time is discussed in association with the type of interruption it causes and the VMM aging type. With our parameter settings, VMM rejuvenation with prs job interruption improves the performance of job execution regardless of the aging type, with performance degradation is taken into account.",JETC,Model-based,VMM
10.1109/pdgc.2014.7030747,Software rejuvenation in cloud systems using neural networks,inproceedings,2014,Chapram Sudhakar; Ishan Shah; T. Ramesh,"2014 International Conference on Parallel, Distributed and Grid Computing",230-233,,,IEEE,,"2014 International Conference on Parallel, Distributed and Grid Computing (PDGC)",2014-12,"Virtual Machine Monitor (VMM) is very important for the cloud and data center environment. VMM runs continuously for a long time and hence encounters the problem of software aging. VMM experiences failure because of software aging. In order to prevent the VMM failure caused by software aging, a proactive fault management approach called software rejuvenation is used. There are various software rejuvenation approaches existing in literature that can be broadly categorized into two categories namely model based approaches and measurement based approaches. Time to failure is predicted in measurement based approaches by monitoring the resource usage statistics. There can be any non-linear relationship between resource usage statistics and the time to failure. Such a nonlinear function can be approximated using Artificial Neural Networks (ANN). The change in the value of attributes of resources is given as input to ANN and new value of time to failure is generated as output. Experiments shows that if there is some pattern in the arrival and departure of the VMs, then the prediction is more accurate.",PDGC,度量; Measurement-based（ML）,云（VMM）
10.1109/iweca.2014.6845739,SOM-based aging detection for Virtual Machine Monitor,inproceedings,2014,Jian Xu; Wang-wen Wu; Chao-yi Ma,"2014 IEEE Workshop on Electronics, Computer and Applications",782-785,,,IEEE,,"2014 IEEE Workshop on Electronics, Computer and Applications (IWECA)",2014-5,"A virtual monitor machine (VMM) inevitably goes through software aging due to its characteristics of large and complex middleware and long-time and continuous running. The VMM aging manifests as gradually degrading performance and an increasing failure occurrence rate, due to error conditions that accrue over time and eventually lead the VMM to failure. To counteract the VMM aging, this paper proposes an aging detection and quantification algorithm for Virtual Machine Monitor, which applies Self-organizing Maps (SOM) to capture VMM behaviors from runtime measurement data and takes a neighborhood area density of a winning neuron as an aging quantification metric to detect VMM aging. Results of two experiments injecting different resource leaks on the Xen platform show that the algorithm has a high true positive rate and a low false positive rate.",WOECA,Measurement-based（ML）,VMM
10.1109/issrew.2014.38,Software Maintenance Optimization Based on Stackelberg Game Methods,inproceedings,2014,Jing Zhao; Yan-Bin Wang; Gao-Rong Ning; Cheng-Hong Wang; Kishor S. Trivedi; K-Y Cai; Zhen-Yu Zhang,2014 IEEE International Symposium on Software Reliability Engineering Workshops,426-430,,,IEEE,,2014 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2014-11,"Application servers (AS) of virtualized platform may suffer from software aging problem. In this paper, we first formulate the system model including three virtual machines. Two of them act as the main servers, and the third machine acts as the backup node. The motivation of our formulated model is that the relationship between the service provider and the service maintainer is collaborative as well as having different goals between them, the service provider as a leader wants to maximize his system availability, while the service maintainer wants to minimize his maintenance cost. Thus, the problem of maximizing availability and minimizing cost between the service provider and service maintainer is Stackelberg game based. Next, we assume that the AS degradation is caused by resource consumption due to memory leaks for the AS on the active VMs, and we present the system degradation states based on Markov renewal processes. We give the analytical definitions of threshold levels for Ralert at each VM, which are used to determine the optimal rejuvenation schedules. In addition, we obtain the steady-state availability expressions for the system and the mean maintenance cost. Finally, we give the Stackelberg strategy with the open-loop information and the solutions for the game theory by a numerical illustration.",ISSREW,Model-based,服务器
10.1109/issrew.2014.15,Detection and Analysis of Performance Deterioration in Mobile Offloading System,inproceedings,2014,Qiushi Wang; Katinka Wolter,2014 IEEE International Symposium on Software Reliability Engineering Workshops,420-425,,,IEEE,,2014 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2014-11,"Offloading is an advanced technique to improve the performance of mobile devices by migrating heavy computation to remote powerful servers. The completion of an offloading task requires a reliable network connection and a stable remote server. Therefore, the system performance is determined by the network quality and the server service rate. In this paper, we present an experiment to measure the system performance using task completion time as metric. We detect that system performance is not stable at some moments. For identifying the cause of performance deterioration, we analyse the impact of server and network. It is well known that software aging is a common phenomenon in computer systems, which may cause frequent software faults and finally result in system outage. As rejuvenation is used to counteract software aging, through our experiment, we observed the impact of periodical rejuvenation on the offloading system. Although the rejuvenation process impairs the system performance temporarily, long-term stability of the server is guaranteed. We further explore the impact of poor network quality, which is the main factor degrading the system performance. To improve the system performance, we proved that restart is an efficient mechanism in theory.",ISSREW,度量; rej,卸载系统
10.1109/issrew.2014.25,A Practice of Forecasting Software Aging in an IIS Web Server Using SVM,inproceedings,2014,Yongquan Yan; Ping Guo; Lifeng Liu,2014 IEEE International Symposium on Software Reliability Engineering Workshops,443-448,,,IEEE,,2014 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2014-11,"Software aging is a phenomenon observed in a long running software application, where the state of software degrades and leads to performance degradation, hang/crash failures or both. In fact, it is difficult to detect software aging due to the long delay before aging appearance. Therefore, how to fast and accurately detect software aging problem in a long running system is a big challenge. Since software aging has been studied two decades, many scholars focused on Markov model or time series to model software aging process, however, classification algorithm as a power method has been neglected. In this paper, a classification algorithm called support vector machine is used to model software aging process through collected parameters of an IIS web server that is a running commercial server. Through the analysis of the experiment results, using SVM for software aging prediction is an efficient way to predict software aging in advance.",ISSREW,measurement-based,web服务器
10.1109/issrew.2014.27,A Novel Hybridization of Artificial Neural Networks and ARIMA Models for Forecasting Resource Consumption in an IIS Web Server,inproceedings,2014,Yongquan Yan; Ping Guo; Lifeng Liu,2014 IEEE International Symposium on Software Reliability Engineering Workshops,437-442,,,IEEE,,2014 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2014-11,"Software aging has been observed in a long running software application. A technique named rejuvenation is proposed to counteract this problem. The key to the aging and rejuvenation problem is how to analyze/forecast the resource consumption of software system. In this paper, we propose a methodology of hybrid ARIMA and artificial neural networks to forecast resource consumption in an IIS web server which is a running commercial server and subjected to software aging. The proposed hybrid method consists of two steps. In the first step, an ARIMA model is used to analyze the linear component of the data. In the second step, an artificial neural network model is developed to model the residuals from ARIMA model. The results show that the proposed hybrid model can be a good trade-off to forecast resource consumption.",ISSREW,measurement-based,web服务器
10.1109/srds.2014.38,A Systematic Differential Analysis for Fast and Robust Detection of Software Aging,inproceedings,2014,Rivalino Matias; Artur Andrzejak; Fumio Machida; Diego Elias; Kishor Trivedi,2014 IEEE 33rd International Symposium on Reliable Distributed Systems,311-320,,,IEEE,,2014 IEEE 33rd International Symposium on Reliable Distributed Systems (SRDS),2014-10,"Software systems running continuously for a long time often confront software aging, which is the phenomenon of progressive degradation of execution environment caused by latent software faults. Removal of such faults in software development process is a crucial issue for system reliability. A known major obstacle is typically the large latency to discover the existence of software aging. We propose a systematic approach to detect software aging which has in a shorter test time and higher accuracy compared to traditional aging detection via stress testing and trend detection with high confidence. The approach is based on a comparative differential analysis where a software version under test is compared with against a previous robust version by observing in terms of behavioral (signal) changes during system tests of resource metrics. A key instrument adopted is a divergence chart, which expresses time-dependent differences between two signals, allowing us to detect changes in the system metrics' values which indicate the existence of software aging. In our experimental study, we focuses on memory-leak detection and the and evaluates divergence charts are computed using various multiple statistical techniques combined paired with different application-level memory related metrics (RSS and Heap Usage). The experimental results show that the statistical process control techniques used in our approach proposed method achieves good performance for memory-leak detection, when compared with other in comparison to techniques widely adopted in previous works (e.g., linear regression, moving average and median).",SRDS,testing,Linux
10.1109/giis.2014.6934264,How Software Aging affects SDN: A view on the controllers,inproceedings,2014,Felipe Alencar; Marcelo Santos; Matheus Santana; Stenio Fernandes,2014 Global Information Infrastructure and Networking Symposium (GIIS),1-6,,,IEEE,,2014 Global Information Infrastructure and Networking Symposium (GIIS),2014-9,"Software-Defined Networking proposes a new paradigm by separating the control plane from the data plane. The control plane's main responsibility is deployed in a centralized component called SDN controller. Therefore, the SDN based network becomes dependent on a single functional entity (although it may have multiple instances) in order to accomplish its routing and policy rules. The SDN controller is vulnerable to degradation due to a well-known phenomenon called Software Aging. To the best of our knowledge, this work is the first that assesses the impacts of software aging on current implementation of SDN controllers. We show that such a phenomenon must not be neglected in future software architecture designs and implementations.",GIIS,MEA,SDN
10.1016/j.peva.2012.09.004,Predicting aging-related bugs using software complexity metrics,journal,2013,Domenico Cotroneo; Roberto Natella; Roberto Pietrantuono,Performance Evaluation,163-178,3,70,Elsevier BV,,,2013-3,"Long-running software systems tend to show degraded performance and an increased failure occurrence rate. This problem, known as Software Aging, which is typically related to the runtime accumulation of error conditions, is caused by the activation of the so-called Aging-Related Bugs (ARBs). This paper aims to predict the location of Aging-Related Bugs in complex software systems, so as to aid their identification during testing. First, we carried out a bug data analysis on three large software projects in order to collect data about ARBs. Then, a set of software complexity metrics were selected and extracted from the three projects. Finally, by using such metrics as predictor variables and machine learning algorithms, we built fault prediction models that can be used to predict which source code files are more prone to Aging-Related Bugs.",PEVA,ARB prediction,Linux
10.1016/j.peva.2012.09.003,Modeling and analysis of software rejuvenation in a server virtualized system with live VM migration,journal,2013,Fumio Machida; Dong Seong Kim; Kishor S. Trivedi,Performance Evaluation,212-230,3,70,Elsevier BV,,,2013-3,"As server virtualization is used in a number of IT systems, the unavailability of virtual machines (VM) on server virtualized systems becomes a significant concern. Software rejuvenation is a promising technique for improving the availability of server virtualized systems as it can postpone or prevent failures caused by software aging in both the VM and the underlying virtual machine monitor (VMM). In this paper, we study the effectiveness of a combination of VMM rejuvenation and live VM migration. When a VMM needs to be rejuvenated, the hosted VMs running on the VMM can be moved to another host using live VM migration and continue the execution even during the VMM rejuvenation. We call this technique Migrate-VM rejuvenation and construct an availability model in the stochastic reward net for evaluating it in comparison with the conventional approaches; Cold-VM rejuvenation and Warm-VM rejuvenation. The designed model enables us to find the optimum combinations of rejuvenation trigger intervals that maximize the availability of VM. In terms of the maximum VM availability, Migrate-VM rejuvenation is potentially the best approach. However, the advantage of Migrate-VM rejuvenation depends on the type of live VM migration (stop-and-copy or pre-copy) and the policy for migration back to the original host after VMM rejuvenation (return-back or stay-on). Through numerical examples, we show that “pre-copy” live VM migration is encouraged rather than pure “stop-and-copy” migration and it is better to return back VM to the original host soon after the VMM rejuvenation (i.e., “return-back” rather than “stay-on” policy) for high-availability. The effect of the VMM rejuvenation technique on the expected number of transactions lost is also studied by combining the availability model with an M/M/1/n queueing model.",PEVA,Model-based; rej,服务器
10.1016/j.peva.2012.05.007,How does testing affect the availability of aging software systems?,journal,2013,Michael Grottke; Benjamin Schleich,Performance Evaluation,179-196,3,70,Elsevier BV,,,2013-3,"This paper proposes an approach to examining how testing affects the operational behavior of aging software systems. Such an approach requires models for the testing phase and the operational phase that explicitly account for crash failures due to both aging-related and non-aging-related bugs. We develop appropriate semi-Markov models and derive expressions for computing the respective transient and steady-state probabilities needed. Our numerical examples suggest that disregarding the effects of non-aging-related bugs can result in wrong conclusions about the testing phase and the operational phase. Moreover, we show how to combine the two models for a joint analysis in which metrics of interest concerning the operational phase, such as the optimal rejuvenation rate, are random variables whose distributions are influenced by the potential outcomes of testing.",PEVA,model-based,非特定的
10.1016/j.peva.2012.07.004,Dynamic software rejuvenation policies in a transaction-based system under Markovian arrival processes,journal,2013,Hiroyuki Okamura; Tadashi Dohi,Performance Evaluation,197-211,3,70,Elsevier BV,,,2013-3,"This paper presents a Markov decision process (MDP) formulation for a transaction-based system with software aging and rejuvenation. In our formulation, the arrival process of transactions is described as a Markovian arrival process (MAP). In addition, we introduce a probabilistically degrading processing rate to model the software aging. Furthermore, the paper focuses on two performance criteria to determine the optimal rejuvenation strategy: the long-run average reward and the power efficiency. Under these performance criteria, we formulate the optimality equations of MDPs for the maximization of the long-run average reward and power efficiency. Numerical experiments show that the optimal rejuvenation policy has the monotone property, and can be characterized by a threshold policy with the number of transactions through the sensitivity and statistical analysis using real traffic and aging data.",PEVA,model-based,电子商务系统
10.1016/j.peva.2012.09.002,A comparative experimental study of software rejuvenation overhead,journal,2013,J. Alonso; R. Matias; E. Vicente; A. Maria; K.S. Trivedi,Performance Evaluation,231-250,3,70,Elsevier BV,,,2013-3,"In this paper we present a comparative experimental study of the main software rejuvenation techniques developed so far to mitigate the software aging effects. We consider six different rejuvenation techniques with different levels of granularity: (i) physical node reboot, (ii) virtual machine reboot, (iii) OS reboot, (iv) fast OS reboot, (v) standalone application restart, and (vi) application rejuvenation by a hot standby server. We conduct a set of experiments injecting memory leaks at the application level. We evaluate the performance overhead introduced by software rejuvenation in terms of throughput loss, failed requests, slow requests, and memory fragmentation overhead. We also analyze the selected rejuvenation techniques’ efficiency in mitigating the aging effects. Due to the growing adoption of virtualization technology, we also analyze the overhead of the rejuvenation techniques in virtualized environments. The results show that the performance overheads introduced by the rejuvenation techniques are related to the granularity level. We also capture different levels of memory fragmentation overhead induced by the virtualization demonstrating some drawbacks of using virtualization in comparison with non-virtualized rejuvenation approaches. Finally, based on these research findings we present comprehensive guidelines to support decision making during the design of rejuvenation scheduling algorithms, as well as in selecting the appropriate rejuvenation mechanism.",PEVA,rej,web服务器
10.1587/transinf.e96.d.1933,Optimal Trigger Time of Software Rejuvenation under Probabilistic Opportunities,journal,2013,Hiroyuki OKAMURA; Tadashi DOHI,IEICE Transactions on Information and Systems,1933-1940,9,E96.D,"Institute of Electronics, Information and Communications Engineers (IEICE)",,,2013,,IEICE,model-based,非特定的
