key,item type,year,author,title,booktitle,isbn,issn,doi,url,abstract note,date,date added,date modified,access date,pages,num pages,issue,volume,number of volumes,journal abbreviation,short title,series,series number,series text,series title,publisher,place,language,rights,type,archive,archive location,library catalog,call number,extra,notes,file attachments,link attachments,manual tags,automatic tags,editor,series editor,translator,contributor,attorney agent,book author,cast member,commenter,composer,cosponsor,counsel,interviewer,producer,recipient,reviewed author,scriptwriter,words by,guest,number,edition,running time,scale,medium,artwork size,filing date,application number,assignee,issuing authority,country,meeting name,conference name,court,references,reporter,legal status,priority numbers,programming language,version,system,code,code number,section,session,committee,history,legislative body
E5VR8ISE,conferencePaper,2010,"Macêdo, Autran; Ferreira, Taís B.; Matias, Rivalino",The mechanics of memory-related software aging,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722097,,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Memory-related aging effects are one of the most important problems in this research field. Therefore understanding their causes and how they work is a major requirement in designing dependable software systems. In this paper we go deep into how memory management works inside application process, focusing on two memory problems that cause software aging: fragmenting and leakage. We explain the mechanics of memory-related software aging effects dissecting a real and widely adopted memory allocator. Along with the theoretical explanation, we present an experimental study that illustrates how memory fragmenting and leakage occur and how they accumulate over time in order to cause system aging-related failures.",2010,2022-07-18 12:18:51,2024-08-14 08:01:30,,1-5,,,,,,,,,,,,,en-US,,,,,,,,"<div data-schema-version=""8""><p>概述：讨论了于内存相关的老化效应机制，并详细说明了内存分配器的工作机制</p> </div>; <div data-schema-version=""8""><p>优点：第一个在实践中讨论内存碎片在老化效应中的机理</p> </div>",C:\Users\tristone\Zotero\storage\J4ZCLLVG\5722097.html; C:\Users\tristone\Zotero\storage\B826VTQ2\Macêdo 等 - 2010 - The mechanics of memory-related software aging.pdf,,会议：WOSAR; 老化影响：内存消耗&内存碎片; 验证方法：实验实证; 系统类型：Linux; 分析方式：现象分析; 指标：内存泄露，内存碎片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
LDV6DP57,conferencePaper,2010,"Platis, A. N.; Koutras, V. P.",Software rejuvenation on a PKI,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722102,,"One of the major issues for PKI-based mechanisms is the validity of user's certificate. In order to examine whether a certificate is valid or not, the PKI Certificate Authority (CA) has to check the most recent Certificate Revocation List (CRL) that maintains. But the CRL is not always available when is needed. In such a case the problem to be solved is whether to proceed to a transaction or abandon it. One of the main reasons for CRL's unavailability is the CA's server unavailability. In this paper we innovatively propose to adopt software rejuvenation to reduce the probability that CA's cannot issue the CRL. Using a Markovbased model, an indicator is derived, concerning the cost of security incidents and abandoned transactions The aim of the present work consists firstly in defining a threshold under which a transaction can be accomplished even without checking the CRL and secondly in scheduling software rejuvenation on CA's server such that the total operational cost is minimized).",2010-11,2023-02-22 02:58:16,2024-09-04 06:55:06,,1-6,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\tristone\Zotero\storage\E2BHELBX\5722102.html; C:\Users\tristone\Zotero\storage\FPZB4T6N\Platis和Koutras - 2010 - Software rejuvenation on a PKI.pdf,,分析方式：Model-based; 验证方法：数值分析; 会议：WOSAR; 模型：CTMC; 系统类型：CA服务器; 指标：availability，cost; 老化影响：安全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
MFDPSJJI,conferencePaper,2010,"Moreno, Marcio Ferreira; Soares, Luiz Fernando Gomes",Resilient hypermedia presentations,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722101,https://ieeexplore.ieee.org/document/5722101/keywords#keywords,"This paper proposes a recovery plan for Ginga-NCL, the declarative middleware environment of the Japan-Brazilian Digital TV Standard and ITU-T Recommendation for IPTV services. The proposed plan aims at providing resilience to digital TV presentations. As proof of concept, the recovery plan has been incorporated to the Ginga-NCL reference implementation. However, it can also be applied to other DTV middlewares.",2010-11,2024-09-02 08:16:20,2024-10-05 06:51:40,2024-09-02 08:16:20,1-6,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\tristone\Zotero\storage\99ZHAKBV\Moreno和Soares - 2010 - Resilient hypermedia presentations.pdf,,验证方法：实验实证&比较分析; 老化影响：崩溃/挂起故障&性能降级; 分析方式：rej; 会议：ISSREW; 系统类型：专用系统; 重生策略：预防性恢复和反应性恢复; 重生层级：应用程序component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
W5DW9VRI,conferencePaper,2010,"Magalhães, João Paulo; Silva, Luis Moura",Prediction of performance anomalies in web-applications based-on software aging scenarios,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722095,,"The topic of this paper is about prediction of performance anomalies caused by software aging. We have developed a framework for detection of performance anomalies that is targeted to web and component-based applications. In this study, we selected some amount of historical data previously collected and we conducted a correlation analysis with this data. The resulting dataset was then submitted to some Machine-Learning (ML) classification algorithms. The best algorithms were selected according to the accuracy and precision. In a second step, we induced some synthetic aging scenarios (memory leaks and CPU contention) in the application and we tried to do estimation of the system parameters by using time-series analysis. With the estimated values we conducted a classification with the three previous ML algorithms. From the initial results we observed that combining the estimation of parameters supported by time-series models with ML classification techniques provides some good results on the prediction of performance anomalies. We also observed that there is no single ML algorithm that can be applied effectively to predict the response time for all the web-transactions.",2010-11,2022-03-21 08:47:30,2024-08-23 01:20:31,,1-7,,,,,,,,,,,,,en-US,,,,,,,,"<div data-schema-version=""8""><p>概述：将时间序列模型支持的参数估计与ML分类技术相结合预测web应用程序老化</p> </div>; <div data-schema-version=""8""><p>结论：没有单一的ML分类算法可以用来预测用户事务响应时间；在进行参数估计时，应考虑不同时间序列模型之间的组合</p> </div>",C:\Users\tristone\Zotero\storage\RLGVUTBN\5722095.html; C:\Users\tristone\Zotero\storage\6P9QBVK7\Magalhães和Silva - 2010 - Prediction of performance anomalies in web-applications based-on software aging scenarios.pdf,,分析方式：Measurement-based（ML）; 验证方法：实验实证&对比分析; 会议：WOSAR; 老化影响：内存泄漏&CPU争用; 模型：NB，decision trees（J48，LMT），MLP+ARIMA，Holt-Winters; 系统类型：web服务器（应用程序）; 指标：AvailableMem，RunnThread等13个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
V7WFHVS7,conferencePaper,2010,"Okamura, Hiroyuki; Dohi, Tadashi",Performance-aware software rejuvenation strategies in a queueing system,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722099,,"This paper deals with the performance analysis of a queueing system with rejuvenation controls. In particular, we describe the arrival process by the Markov-modulated Poisson process (MMPP) and consider a gradually degraded sever system. Under this situation, we discuss the system throughput of the queueing system and the optimal rejuvenation strategy maximizing the throughput based on the semi-Markov decision process in the case where the arrival and service rates are observable.",2010-11,2023-01-12 03:33:39,2024-08-14 07:58:19,,1-6,,,,,,,,,,,,,,,,,,IEEE Xplore,,,"<div data-schema-version=""8""><p>概述：使用半马尔可夫决策过程对具有恢复控制的排队系统进行性能分析</p> </div>",C:\Users\tristone\Zotero\storage\6XTPIPB5\5722099.html; C:\Users\tristone\Zotero\storage\3SLID6P9\Okamura和Dohi - 2010 - Performance-aware software rejuvenation strategies in a queueing system.pdf,,分析方式：Model-based; 验证方法：数值分析; 重生层级：非特定的; 会议：WOSAR; 系统类型：非特定的; 老化影响：性能降级; 模型：MMPP; 指标：吞吐量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
XQMJ6NKF,conferencePaper,2010,"Matias, Rivalino; Beicker, Ibrahim; Leitão, Breno; Maciel, Paulo R. M.",Measuring software aging effects through OS kernel instrumentation,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722094,,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Measuring aging effects is a very important step towards identifying the most significant causes of software aging, so rejuvenation mechanisms can be applied effectively. The literature has already discussed aging monitoring from a userspace perspective. In this paper we present an innovative study where we explore OS kernel instrumentation techniques to measure software aging effects. Kernel instrumentations are available in practically all modern operating systems and we show how this powerful mechanism can be used to monitor either application-specific or system-wide aging indicators. In addition to the theoretical study, we present numerical results obtained from controlled experiments.",2010,2022-07-18 11:58:29,2024-08-14 07:56:32,,1-6,,,,,,,,,,,,,en-US,,,,,,,,"<div data-schema-version=""8""><p>不足：仅针对内存碎片</p> </div>; <div data-schema-version=""8""><p>概述：使用现代操作系统仪器基础设施来测量软件老化的影响</p> </div>; <div data-schema-version=""8""><p>优点：可以实时检测操作系统的老化指标信息</p> </div>",C:\Users\tristone\Zotero\storage\5TCZAXE4\5722094.html; C:\Users\tristone\Zotero\storage\7RUAPJ9I\Matias 等 - 2010 - Measuring software aging effects through OS kernel instrumentation.pdf,,会议：WOSAR; 验证方法：实验实证; 指标：内存; 系统类型：Linux; 分析方式：现象分析&度量; 老化影响：内存泄漏&内存碎片化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
AMK8BG7Q,conferencePaper,2010,"Cotroneo, Domenico; Natella, Roberto; Pietrantuono, Roberto",Is Software Aging related to Software Metrics?,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722096,http://ieeexplore.ieee.org/document/5722096/,"This work presents an empirical analysis aiming at investigating what kind of relationship exists between software aging and several static features of the software. While past studies on software aging focused on predicting the aging effects by monitoring and analytically modeling resource consumption at runtime, this study intends to explore if the static features of the software, as derived by its source code, presents potential relationships with software aging. We adopt a set of common software metrics concerning program structure, such as size and cyclomatic complexity, along with some features specifically developed for this study; metrics were then computed from ten complex software applications affected by aging. A statistical analysis to infer their relationship with software aging was carried out. Results encourage further investigations in this direction, since they show that software aging effects are related to the static features of software.",2010-11,2023-01-04 07:21:38,2024-10-12 06:18:23,2023-01-04 07:21:38,1-6,,,,,,,,,,,,,,,,,,Semantic Scholar,,"Conference Name: 2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR) ISBN: 9781612843445 Place: San Jose, CA, USA Publisher: IEEE TLDR: Results encourage further investigations in this direction, since they show that software aging effects are related to the static features of software.","<div data-schema-version=""8""><p>不足：有限的软件老化公开数据并不能得出明确的结论</p> </div>; <div data-schema-version=""8""><p>概述：研究了应用程序的软件指标与软件老化之间的关系</p> </div>; <div data-schema-version=""8""><p>优点：不需要动态运行程序，仅用度量的方式即可找出老化程序</p> </div>",C:\Users\tristone\Zotero\storage\HRA3LLYA\Cotroneo 等 - 2010 - Is Software Aging related to Software Metrics.pdf; ,https://www.semanticscholar.org/paper/Is-software-aging-related-to-software-metrics-Cotroneo-Natella/2d8b597bc2beb25d233daa40e3b3305dd7681ccb,方法：PCA、pearson、Independent Features procedure、 LIBSVM; 分析方式：度量; 会议：WOSAR; 老化影响：非特定的; 系统类型：软件系统; 验证方法：实验实证&比较分析; 指标：圈复杂度等静态指标,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L8SK5EAP,conferencePaper,2010,"Zhao, Jing; Trivedi, Kishor S.; Wang, YanBin; Chen, XiaoYong",Evaluation of software performance affected by aging,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,978-1-61284-344-5,,10.1109/WOSAR.2010.5722093,http://ieeexplore.ieee.org/document/5722093/,"A number of studies have reported the phenomenon of “Software aging”, characterized by progressive software performance degradation. This is mainly caused by the exhaustion of the combination of system resources. Traditionally, modeling and analysis of software aging has been restricted to a single resource aging. The combined effect of software aging due to the interaction of several resources remains to be explored. A BP network model for the evaluation of software performance affected by aging is proposed in this paper, and then a robust locally weighted regression algorithm is presented to identify the inflexion point. The shape of performance curve changes greatly at the inflexion point, which makes it easy to determine when to perform software rejuvenation. Experimental results based on actual data sets verify the proposed model effectiveness in evaluation of the software performance.",2010-11,2023-01-09 12:43:21,2024-08-14 07:55:21,2023-01-09 12:43:21,1-6,,,,,,,,,,,IEEE,,,,,,,Semantic Scholar,,"Place: San Jose, CA, USA","<div data-schema-version=""8""><p>概述：<code>利用BP网络模型提出局部加权回归算法识别性能曲线拐点</code></p> </div>",; C:\Users\tristone\Zotero\storage\8CYUZ9NY\Zhao 等 - 2010 - Evaluation of software performance affected by aging.pdf,https://www.semanticscholar.org/paper/Evaluation-of-software-performance-affected-by-Zhao-Trivedi/bb6142482662a21b302fb2cb9f4af4dfc6f478ea,老化影响：资源消耗; 分析方式：Measurement-based（ML）; 会议：WOSAR; 系统类型：web服务器; 验证方法：实验实证; 模型：BP; 指标：cpu使用率、可用物理内存、可用交换空间和平均负载,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),,,,,,,,,,,,,,,
L2T45NQC,conferencePaper,2010,"Reinecke, Philipp; Wolter, Katinka",A simulation study on the effectiveness of restart and rejuvenation to mitigate the effects of software ageing,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,10.1109/WOSAR.2010.5722100,,We study the effectiveness of client-side restart and server-side rejuvenation on a system that suffers from software ageing due to memory leaks. An implicit and an explicit model for software ageing are studied. We consider system and service unavailability as measures for the availability of the server.,2010-11,2023-01-12 03:44:19,2024-10-05 07:01:00,,1-6,,,,,,,,,,,,,,,,,,IEEE Xplore,,,"<div data-schema-version=""8""><p>概述：<span style=""color: rgb(0, 0, 0)"">研究了在由于内存泄漏而导致软件老化的系统上客户端重新启动和服务器端重生的有效性</span></p> </div>",C:\Users\tristone\Zotero\storage\42UQACLW\5722100.html; C:\Users\tristone\Zotero\storage\XZZBZVKZ\Reinecke和Wolter - 2010 - A simulation study on the effectiveness of restart and rejuvenation to mitigate the effects of softw.pdf; C:\Users\tristone\Zotero\storage\6ULMCFWG\Reinecke和Wolter - 2010 - A simulation study on the effectiveness of restart and rejuvenation to mitigate the effects of softw.pdf,,会议：WOSAR; 老化影响：故障率增加; 分析方式：rej; 模型：威布尔老化和显式老化; 系统类型：服务器; 验证方法：仿真模拟; 指标：系统响应时间，system unavailability; 重生策略：重生&用户重启restart; 重生层级：服务器端,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,,,,,,,,,,,,,,,
WP993TGZ,conferencePaper,2010,"Alonso, Javier; Torres, Jordi; Berral, Josep Ll.; Gavaldà, Ricard",J2EE instrumentation for software aging root cause application component determination with AspectJ,"2010 IEEE International Symposium on Parallel Distributed Processing, Workshops and Phd Forum (IPDPSW)",,,10.1109/IPDPSW.2010.5470857,,"Unplanned system outages have a negative impact on company revenues and image. While the last decades have seen a lot of efforts from industry and academia to avoid them, they still happen and their impact is increasing. According to many studies, one of the most important causes of these outages is software aging. Software aging phenomena refers to the accumulation of errors, usually provoking resource contention, during long running application executions, like web applications, which normally cause applications/systems hang or crash. Determining the software aging root cause failure, not the resource or resources involved in, is a huge task due to the growing day by day complexity of the systems. In this paper we present a monitoring framework based on Aspect Programming to monitor the resources used by every application component in runtime. Knowing the resources used by every component of the application we can determine which components are related to the software aging. Furthermore, we present a case study where we evaluate our approach to determine in a web application scenario, which components are involved in the software aging with promising results.",2010-04,2022-03-21 08:45:14,2024-10-12 06:09:41,,1-8,,,,,,,,,,,,,en-US,,,,,,,TLDR: A monitoring framework based on Aspect Programming to monitor the resources used by every application component in runtime and determine which components are related to the software aging with promising results is presented.,"<div data-schema-version=""8""><p>概述：<code>通过基于切面编程的监控框架确定哪些组件与软件老化更相关</code></p> </div>; <div data-schema-version=""8""><p>实验：为了模拟随机内存消耗，我们修改了一个servlet，它计算0到N之间的随机数。这个数字决定了在注入下一个内存消耗之前有多少请求使用servlet。因此，内存消耗的变化取决于客户端的数量和servlet访问的频率。根据TPC-W规范，该频率取决于所选的工作负载。这使得在高工作负载的情况下，servlet可以快速注入内存泄漏。然而，由于工作量低，消耗也较低。但是，同样，平均消费率将取决于这个随机变量的平均值，随着时间的推移，波动变得不那么相关。因此，我们可以通过改变N来模拟这种效应，我们决定只使用这一个相关参数。这个错误帮助我们在不同的场景下验证我们的框架。TPC-W有三种类型的工作量（浏览、购物和订购）。在我们的案例中，我们使用购物配送进行了所有实验。</p> </div>",C:\Users\tristone\Zotero\storage\AMU8Z7J6\Alonso 等 - 2010 - J2EE instrumentation for software aging root cause application component determination with AspectJ.pdf; C:\Users\tristone\Zotero\storage\KS4JYDQK\5470857.html,,系统类型：web服务器（J2EE基础架构）; 验证方法：实验实证&比较分析; 老化影响：内存泄漏; 指标：内存; 分析方式：度量; 会议：IPDPSW; 重生层级：组件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2010 IEEE International Symposium on Parallel Distributed Processing, Workshops and Phd Forum (IPDPSW)",,,,,,,,,,,,,,,
KJJQ76SL,conferencePaper,2010,"Matias Jr., Rivalino; Trivedi, Kishor S.; Maciel, Paulo R.M.",Using Accelerated Life Tests to Estimate Time to Software Aging Failure,2010 IEEE 21st International Symposium on Software Reliability Engineering,978-1-4244-9056-1,,10.1109/ISSRE.2010.42,https://ieeexplore.ieee.org/document/5635037/,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Aging-related failures are very difficult to observe, because the accumulation of aging effects usually requires a long-term execution. Thus, collecting a statistically significant sample of times to aging-related failures so as to estimate the system’s lifetime distribution is a very hard task. This is an important problem that prevents many experimental and analytical studies, mainly those focused on modeling of software aging aspects, of using representative parameter values. In this paper we propose and evaluate the use of quantitative accelerated life tests (QALT) to reduce the time to obtain the lifetime distribution of systems that fail due to software aging. Since QALT was developed for hardware failures, in this paper, we adapt it to software aging experiments. We test the proposed approach experimentally, estimating the lifetime distribution of a real web server system. The accuracy of the estimated distribution is evaluated by comparing its reliability estimates with a sample of failure times observed from the real system under test. The mean time to failure calculated from the real sample falls inside the 90% confidence interval constructed from the estimated lifetime distribution, demonstrating the high accuracy of the estimated model. The proposed approach reduces the time required to obtain the failure times by a factor of seven, for the real system investigated.",2010-11,2023-01-09 15:03:38,2024-08-14 08:02:06,2023-01-09 15:03:38,211-219,,,,,,,,,,,IEEE,,,,,,,Semantic Scholar,,"Place: San Jose, CA CCF: B","<div data-schema-version=""8""><p>概述：<code>首次提出并评估了定量加速寿命测试（QALT）以减少获取因软件老化而失效的系统的寿命分布的时间</code></p> </div>; <div data-schema-version=""8""><p>优点：所提出的方法将获得故障时间所需的时间减少了七倍。</p> </div>",C:\Users\tristone\Zotero\storage\39F28WJD\Matias Jr. 等 - 2010 - Using Accelerated Life Tests to Estimate Time to Software Aging Failure.pdf; ,https://www.semanticscholar.org/paper/Using-Accelerated-Life-Tests-to-Estimate-Time-to-Matias-Trivedi/4c25160db6bf710aa16cc0c34e6ac8c0a5febd24,验证方法：实验实证&比较分析; 会议：ISSRE; 老化影响：非特定的; 分析方式：testing; 系统类型：web服务器（Apache）; 测试方法：加速寿命测试,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE 21st International Symposium on Software Reliability Engineering (ISSRE 2010),,,,,,,,,,,,,,,
DW94NFMA,conferencePaper,2010,"Cotroneo, Domenico; Natella, Roberto; Pietrantuono, Roberto; Russo, Stefano",Software Aging Analysis of the Linux Operating System,2010 IEEE 21st International Symposium on Software Reliability Engineering,,,10.1109/ISSRE.2010.24,,"Software systems running continuously for a long time tend to show degrading performance and an increasing failure occurrence rate, due to error conditions that accrue over time and eventually lead the system to failure. This phenomenon is usually referred to as Software Aging. Several long-running mission and safety critical applications have been reported to experience catastrophic aging-related failures. Software aging sources (i.e., aging-related bugs) may be hidden in several layers of a complex software system, ranging from the Operating System (OS) to the user application level. This paper presents a software aging analysis at the Operating System level, investigating software aging sources inside the Linux kernel. Linux is increasingly being employed in critical scenarios; this analysis intends to shed light on its behaviour from the aging perspective. The study is based on an experimental campaign designed to investigate the kernel internal behaviour over long running executions. By means of a kernel tracing tool specifically developed for this study, we collected relevant parameters of several kernel subsystems. Statistical analysis of collected data allowed us to confirm the presence of aging sources in Linux and to relate the observed aging dynamics to the monitored subsystems behaviour. The analysis output allowed us to infer potential sources of aging in the kernel subsystems.",2010-11,2023-01-04 15:57:36,2024-08-14 07:59:34,,71-80,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2332-6549 CCF: B,"<div data-schema-version=""8""><p>不足：指标不足，仅验证了内存相关的老化趋势。</p> </div>; <div data-schema-version=""8""><p>概述：分析Linux内核中的软件老化指标，推断老化具体来源</p> </div>; <div data-schema-version=""8""><p>优点：计算内存消耗和各子系统工作负载的相关性，定位老化位置</p> </div>",C:\Users\tristone\Zotero\storage\KVRAU3YD\Cotroneo 等 - 2010 - Software Aging Analysis of the Linux Operating System.pdf; C:\Users\tristone\Zotero\storage\R479RWHR\5635122.html,,会议：ISSRE; 老化影响：非特定的; 验证方法：实验实证; 系统类型：Linux; 指标：内存，系统调用延迟; 分析方式：现象分析&度量; 方法：多元线性回归和主成分分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 IEEE 21st International Symposium on Software Reliability Engineering,,,,,,,,,,,,,,,
3D3PZK24,conferencePaper,2010,"Myint, May Tar Hla; Thein, Thandar",Availability Improvement in Virtualized Multiple Servers with Software Rejuvenation and Virtualization,2010 Fourth International Conference on Secure Software Integration and Reliability Improvement,,,10.1109/SSIRI.2010.19,,"Software aging often affects the performance of a software system and eventually causes it to fail. To highlight the aging problems in long running applications, we have conducted the study of software rejuvenation approach and virtualization technology in this paper. In order to reduce the downtime during rejuvenation interval, software rejuvenation and virtualization technology are combined in this paper. Virtualization allows multiple operating system instances to run concurrently on a single physical machine. In this paper, we map virtualization based software rejuvenation approach with Markov Chain process and get mathematical steady-state solutions of the chain. We model multiple physical servers which are used to host multiple virtual machines (VMs) using stochastic modeling and evaluate it through both numerical analysis and SHARPE (Symbolic Hierarchical Automated Reliability and Performance Evaluator) tool simulation. The numerical results show that software rejuvenation and virtualization can be used to prolong the availability of the services and reduce the downtime of the systems.",2010-06,2022-03-22 06:29:40,2024-08-14 07:54:00,,156-162,,,,,,,,,,,,,en-US,,,,,,,,"<div data-schema-version=""8""><p>概述：将重生技术与虚拟化技术相结合，允许多个操作系统实例在一台物理机器上并发运行</p> </div>; <div data-schema-version=""8""><p>优点：参数为已有实际数据决定，相对客观</p> </div>",C:\Users\tristone\Zotero\storage\TTU49S38\5502845.html; C:\Users\tristone\Zotero\storage\MBGXSJTE\Myint和Thein - 2010 - Availability Improvement in Virtualized Multiple Servers with Software Rejuvenation and Virtualizati.pdf,,老化影响：崩溃/挂起故障&性能降级; 分析方式：Model-based; 验证方法：仿真模拟&数值分析; 会议：SSIRI; 模型：Markov chain; 系统类型：托管多个虚拟机（VM）的物理服务器; 指标：system-state availability，downtime; 重生层级：VM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Fourth International Conference on Secure Software Integration and Reliability Improvement,,,,,,,,,,,,,,,
4RGF3K7T,journalArticle,2009,"Silva, Luis Moura; Alonso, Javier; Torres, Jordi",Using Virtualization to Improve Software Rejuvenation,IEEE Transactions on Computers,,,10.1109/TC.2009.119,,"In this paper, we present an approach for software rejuvenation based on automated self-healing techniques that can be easily applied to off-the-shelf application servers. Software aging and transient failures are detected through continuous monitoring of system data and performability metrics of the application server. If some anomalous behavior is identified, the system triggers an automatic rejuvenation action. This self-healing scheme is meant to disrupt the running service for a minimal amount of time, achieving zero downtime in most cases. In our scheme, we exploit the usage of virtualization to optimize the self-recovery actions. The techniques described in this paper have been tested with a set of open-source Linux tools and the XEN virtualization middleware. We conducted an experimental study with two application benchmarks (Tomcat/Axis and TPC-W). Our results demonstrate that virtualization can be extremely helpful for failover and software rejuvenation in the occurrence of transient failures and software aging.",2009-11,2022-11-03 11:25:22,2024-10-03 13:31:00,,1525-1538,,,58.0,,IEEE Trans. Comput.,,,,,,,,,,,,,3.183,2.0,Conference Name: IEEE Transactions on Computers JCR分区: Q2 中科院分区升级版: 计算机科学2区 影响因子: 3.6 5年影响因子: 3.2 EI: 是 CCF: A TLDR: An approach for software rejuvenation based on automated self-healing techniques that can be easily applied to off-the-shelf application servers and demonstrates that virtualization can be extremely helpful for failover and software rejuvenation in the occurrence of transient failures and software aging.,"<div data-schema-version=""8""><p>概述：<span style=""color: rgb(0, 0, 0)"">提出了一种基于自动自修复技术的软件重生方法，该技术可以很容易地应用于现成的应用服务器</span></p> </div>; <div data-schema-version=""8""><p>优点：可以应用于现成的服务器，实现了零停机时间而不会丢失任何正在进行的工作；选择了两个代表典型的基于Web的应用程序的应用程序基准：其中一个使用SOAP作为通信协议，而另一个基于HTTP协议。</p> </div>",C:\Users\tristone\Zotero\storage\WMUGWIB7\5184821.html; C:\Users\tristone\Zotero\storage\AUAESJEN\Silva 等 - 2009 - Using Virtualization to Improve Software Rejuvenation.pdf,,验证方法：实验实证&比较分析; 老化影响：性能降级; 分析方式：rej; 重生层级：VM; 指标：作业完成速率; 期刊：TC; 系统类型：应用程序服务器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWKTVGZH,conferencePaper,2009,"Du, Xiaozhi; Qi, Yong; Hou, Di; Chen, Ying; Zhong, Xiao",Modeling and Performance Analysis of Software Rejuvenation Policies for Multiple Degradation Systems,2009 33rd Annual IEEE International Computer Software and Applications Conference,,,10.1109/COMPSAC.2009.39,,"Software rejuvenation is a preventive and proactive technology to counteract the phenomenon of software aging and system failures and to improve the system reliability. In this paper we present and analyze three software rejuvenation policies for an operational software system with multiple degradations, called preemptive rejuvenation, delayed rejuvenation and mixed rejuvenation. These policies consider both history data and current running state, and the rejuvenation action is triggered on the basis of predetermined performance threshold and rejuvenation interval respectively. Continuous-time Markov chains are used to describe the analytic models. To evaluate these polices expediently, we utilize deterministic and stochastic Petri nets to solve the models. Numerical results show that the deployment of software rejuvenation in the system leads to significant improvement in availability and throughput. These three rejuvenation policies are better than the standard rejuvenation policy, and the mixed policy is the best one.",2009-07,2022-03-22 06:31:43,2024-09-19 12:04:00,,240-245,,,1.0,,,,,,,,,,en-US,,,,,,,"ISSN: 0730-3157 CCF: C TLDR: Three software rejuvenation policies for an operational software system with multiple degradations, called preemptive rejuvenation, delayed rejuvenation and mixed rejuvenation are presented and analyzed.","<div data-schema-version=""8""><p>概述：通过阈值与模型结合的方式分析抢先重生、延迟重生、混合重生三种策略的有效性</p> </div>; <div data-schema-version=""8""><p>优点：考虑了系统的四种退化状态，并讨论了三种重生策略，均优于两种退化状态的重生策略</p> </div>",C:\Users\tristone\Zotero\storage\QVJK57UI\Du 等 - 2009 - Modeling and Performance Analysis of Software Rejuvenation Policies for Multiple Degradation Systems.pdf,,重生层级：非特定的; 系统类型：非特定的; 老化影响：性能降级; 验证方法：数值分析&比较分析; 分析方式：Hybrid; 会议：COMPSAC; 模型：DSPN多重退化模型; 指标：可用性，吞吐量，阻塞率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 33rd Annual IEEE International Computer Software and Applications Conference,,,,,,,,,,,,,,,
